accession_number	numObservableTrypticPeptides	proteinLength
E9PK13	6	105
F8WCS3	4	105
P62937-2	5	105
A0A1W2PQI2	4	105
K7EKP2	2	105
G5E9Q4	8	105
P58294	4	105
Q8N4Z0-1	6	105
A6PVJ6	7	105
E9PS24	5	105
Q9Y3U8	3	105
A0A087WYU8	5	105
P31949	5	105
F8WET6	4	105
Q5T7I8	7	105
E5RGM8	2	105
F8WCV3	1	105
Q9BRY0-2	5	105
F8VZW6	5	105
Q6RVD6	5	105
M0QZ60	6	105
Q9NUL3-5	5	105
M0R3C3	5	105
F8WDC1	2	105
D6RGZ2	7	105
Q9BU02-2	7	105
B3KT64	5	105
Q9NPI0-2	2	105
A2RRL7-4	4	105
G3V448	4	105
G3V3L5	4	105
A0A0B4J280	3	105
K7ENI9	5	105
A0A0A0MR21	5	105
A0A0G2JNF5	5	105
P10599	7	105
D6RC43	4	105
F8VSD4	5	105
Q13404-8	6	105
G3V2F7	5	105
G3V113	5	105
A0A087WZ33	3	105
G3XAM4	4	105
C9JIM1	2	105
F8WB26	4	105
Q9H582-3	6	105
E7ET73	5	105
A0A0B4J2B2	5	105
L0R8M2	7	105
O60384	6	105
E9PJM9	4	104
O43687	8	104
Q96PC3-3	6	104
P53680-2	5	104
I3L4D5	4	104
E9PLN1	5	104
F8WCJ9	2	104
F8WCC4	3	104
F8WEW0	5	104
Q5RIA9-2	4	104
H7BZ08	6	104
E9PI50	4	104
Q9H6F5-2	4	104
Q5VZ75	4	104
K7ES20	4	104
Q9BZJ0-4	6	104
A0A0C4DGD7	6	104
F5H466	3	104
F8VR75	5	104
P07108-2	4	104
K7EPQ2	5	104
E5RGN8	6	104
Q969H9	3	104
Q68CR8	5	104
G3V3F0	4	104
Q8N7S2-2	5	104
G3V238	5	104
A0A024R7E8	3	104
P84090	4	104
P61571	4	104
Q96KT0	4	104
A0A1W2PRK4	7	104
Q99689-2	3	104
F8WEZ2	4	104
P41439-2	6	104
I3L2N4	5	104
Q9UBU3-4	6	104
E5RH56	5	104
A0A1W2PRJ7	6	104
H7BZ51	5	104
Q96BM0	4	104
A0A087X0Q4	4	104
Q9NRY2	5	104
Q14653-5	4	104
F8WDH6	4	104
J3KT51	5	104
F5H0A1	5	104
Q8WTQ8	2	104
Q3SY05-2	7	104
O00453-11	4	104
A0A286YF10	3	104
Q5U5X0	3	104
F8VV32	6	104
F5H5R4	3	104
F8W7G9	4	104
B4DK34	6	104
A0A0B4J2A8	3	104
G3V459	6	104
A0A087WXE0	6	104
E9PBZ9	5	104
E9PM97	3	104
P61457	5	104
P10720	6	104
K7EJ44	7	104
A0A0B4J2B1	4	104
E9PB93	4	104
C9J679	7	104
O96001-2	5	104
F5H2X8	5	104
Q5JS54-3	6	104
A0A0C4DGJ2	5	104
F5GXR3	3	104
Q4JDL3-9	4	104
P20340-3	5	104
Q9Y2V3-2	6	104
E9PNS6	3	104
D6RG10	4	104
Q0D2K3-2	0	104
E5RFY6	4	104
Q9HCY8	6	104
H3BVD4	7	104
Q96QR1	3	104
G3V173	4	104
F8WED7	4	104
K7EP61	3	104
F8VY00	6	104
B5MCM1	0	104
Q96K37-3	1	104
A0A087X175	4	104
D6RAX6	5	104
A0A087WWU9	3	104
G3V2L9	3	104
F8VX56	4	104
H0YHQ5	5	104
Q9UHQ7	6	104
J3QQY2	5	104
F2Z3N7	7	104
J3QSZ6	5	104
Q5HYL7-2	4	104
H7BXW4	5	104
M0R2T4	6	104
K7EJ64	5	104
K7EQT3	5	104
K7EMI7	2	104
E5RGJ4	5	104
A0A0A0MQS5	4	104
M0QXN3	2	104
K7EIQ3	5	104
K7ENQ2	5	104
K7EL03	7	104
M0QZK8	6	103
F8W735	1	103
F8WCU6	2	103
A0A1B0GUT4	5	103
H3BSM1	5	103
M0QYY1	4	103
F2Z344	4	103
Q9H6L4-2	4	103
O75964	5	103
Q04656-6	3	103
S4R3G5	6	103
A8MTZ0-4	4	103
H3BUU1	4	103
O43521-18	4	103
C9JCD9	5	103
A0A0C4DGS3	3	103
U3KQ07	6	103
F8WDW8	6	103
A1A4V9-3	5	103
Q8NHW4-4	4	103
Q8NHW4-10	4	103
A0A0J9YW77	4	103
A0A0J9YWH4	4	103
Q9UGN4-3	5	103
Q5EE01-2	3	103
H3BT35	4	103
G3V310	3	103
A0A1B0GUY3	1	103
J3QT43	2	103
P78560-2	4	103
Q9H112-2	4	103
Q12996-2	5	103
P48061-7	6	103
F8WEI3	6	103
I3L1W3	2	103
O76075-4	0	103
G3XAD0	2	103
G3V2M0	5	103
Q6UW88-4	3	103
Q6UW88-5	3	103
J3KT76	4	103
P25445-2	5	103
Q5W0X3	4	103
P27469	4	103
G3V1T7	4	103
E9PLW0	4	103
B8ZZC5	4	103
F8WEU7	4	103
J3QRP9	7	103
D6RD60	5	103
P62805	5	103
P52926-5	3	103
B9VVT8	1	103
A0A1B0GW85	4	103
Q9Y6H6	4	103
Q3LI67	2	103
A0A1B0GUA5	4	103
Q9UK45	4	103
D6RCL2	5	103
P61244-3	6	103
H3BS73	6	103
P08493	4	103
A0A087WTY9	4	103
C9JZG7	3	103
Q9P0J6	4	103
P82909	5	103
E9PPR4	5	103
Q99417	5	103
F8VZU9	6	103
P52298-3	4	103
E5RJY1	6	103
F8VZR8	7	103
G3V1T4	5	103
A2AB88	5	103
F8WCQ1	5	103
Q8WXW3-3	4	103
M0R386	4	103
Q9NNZ6	5	103
Q9BU68	3	103
G3V2Y6	3	103
E9PNV6	6	103
F5GYS9	2	103
E9PSF4	5	103
Q9NSQ0	3	103
Q96FQ6	6	103
B7ZLS6	4	103
J3QKX8	3	103
L0R6Q1	4	103
P55000	4	103
M0R1N7	5	103
B7WNH4	5	103
C9JUP3	3	103
D6RBI1	5	103
J3KR45	5	103
Q08648	5	103
A0A0G2JNB2	5	103
Q9NS25	6	103
A0A0D9SFZ8	2	103
P55854	2	103
Q9UHF0-3	6	103
P57738	2	103
Q9Y5J6	7	103
F8WBG6	3	103
A0A087WU83	4	103
J3KRY7	3	103
Q8TBM7-3	1	103
E9PLR1	6	103
H3BSU7	6	103
A0A075B6L2	6	103
J3QRK3	4	103
M0QX92	5	103
M0R0X0	6	103
K7ES07	6	103
Q13404-6	5	103
A0A0A0MSL3	5	103
F8WB70	4	103
P61960-2	5	103
K7ENL7	7	103
C9J011	4	103
F8WEJ0	3	103
M0R191	5	103
Q6ZR52-3	5	103
K7ESE7	6	103
M0QZZ4	4	103
C9J0V9	3	103
M0QXB8	4	103
E9PP66	7	103
A6NDN8	4	102
Q5BKY6	3	102
A0A1B0GWF0	5	102
F8WBB3	2	102
Q9NZD4	5	102
Q9BQI0-4	4	102
E9PEF9	6	102
H0YLT1	5	102
A0A087WX16	5	102
G3V5J6	4	102
F8WAW5	4	102
E9PR92	4	102
A0A0C4DH16	5	102
E9PI12	6	102
Q8N5N4-2	3	102
C9J3I9	6	102
Q9HD87	6	102
F5GYA7	6	102
Q6XLA1	5	102
G3V5Q4	6	102
F2Z2H0	5	102
X6R9C8	6	102
P36544-3	4	102
F5GXA3	4	102
Q03060-23	3	102
Q5VVP7	5	102
F8VYL0	6	102
Q9HCS2-2	5	102
Q9BWK5-3	4	102
P51397	6	102
A0A087WXD0	6	102
Q9BW61	6	102
Q30KQ4	4	102
H0YLV4	4	102
Q6PK57	6	102
A0A1W2PRR6	4	102
E9PPU3	4	102
Q8N6Q4	4	102
H0YMP4	4	102
S4R3M1	5	102
Q9BY08-3	4	102
H0YNK8	6	102
G3XAL6	4	102
E9PNH4	6	102
Q9H5X1-2	5	102
E5RIK6	7	102
H7BY95	4	102
E9PK45	6	102
Q9NQR9-2	7	102
F8WC39	6	102
G3V3J9	3	102
Q71UI9-4	3	102
P61604	5	102
M0R1P3	5	102
Q3LHN0	4	102
I3L4Q1	5	102
P62310	4	102
F5H6P7	6	102
Q00987-7	4	102
O75121-3	3	102
Q8TCY5-2	2	102
Q9BQC6	3	102
Q5T1S8	3	102
Q8NI08-6	4	102
Q9H4R4	4	102
Q8NC96-2	3	102
F8WF98	6	102
D6RBF7	0	102
F5H4F3	4	102
F8VNS3	6	102
O60829	3	102
Q5QFB9	5	102
F8VSF7	6	102
F5GZJ9	5	102
P04554	2	102
A6NDZ7	5	102
P20962	2	102
E9PM98	6	102
Q9P1G2	4	102
E9PPV9	3	102
F8WE68	3	102
C9JPK7	4	102
Q6NVV1	4	102
Q5VXD3-4	6	102
F8WBX5	6	102
F8WBU4	3	102
M0QZF2	6	102
D6RF40	4	102
A0A0U1RRB4	2	102
A0A1C7CYX6	2	102
F8VXS3	4	102
J3KPH4	4	102
Q7Z614-4	5	102
F8VS53	3	102
Q9Y6A9	2	102
H0Y431	6	102
F8WEV7	5	102
A0A1B0GTP2	7	102
H0YND2	5	102
F8WC57	5	102
D6RCT5	5	102
F2Z371	6	102
M0R153	5	102
Q8TC26-2	6	102
Q9ULZ0-3	4	102
H3BT92	5	102
Q16890-4	5	102
B1AH88	4	102
O43914-3	4	102
Q969M7-5	5	102
C9J7I0	3	102
A0A087WTF2	3	102
Q7Z5L0-3	5	102
Q14508-5	4	102
Q96H79-2	5	102
M0R0Q6	4	102
K7ELX6	4	102
A0A1B0GWA3	4	101
Q8NFV4-2	7	101
Q8IUX4-3	3	101
P02655	5	101
J3KTE5	4	101
A0A1B0GVZ1	4	101
F5H6I0	5	101
Q96PG8-1	5	101
Q00994-2	3	101
Q53S33-2	5	101
Q6X4T0-2	5	101
C9IYT5	5	101
Q5VU69	4	101
Q5I0X4	4	101
E5RJ46	4	101
Q5TBE3	5	101
E5RK37	6	101
Q9Y6Y1-4	3	101
B8ZZ43	3	101
C9IYB8	2	101
P15812-10	3	101
P10747-2	3	101
H3BTS2	4	101
A0A0D9SGA7	1	101
H7BXH6	6	101
Q5T7Y7	3	101
Q5K130	3	101
F5H6P5	4	101
F5H6A8	4	101
F8WBY3	3	101
Q9P021	4	101
A0A087WTD6	3	101
J3KSX9	4	101
K7ER35	6	101
A0A1W2PPR3	6	101
D6RIT8	3	101
Q9NPA8	3	101
I6L8B7	5	101
A8MUU1	5	101
Q5W0V4	5	101
B8ZZW8	5	101
I3L4N4	5	101
F8WD38	5	101
E9PK10	5	101
H0YN31	4	101
P01350	5	101
M0R1D2	4	101
A0A0J9YY12	2	101
J3QSD0	6	101
Q6IC98-2	5	101
O60443-2	5	101
M0QYW1	3	101
C9JKN3	7	101
B8ZZL8	5	101
E5RG94	6	101
H7C247	5	101
Q9Y283-3	5	101
H0YL92	7	101
I3L4I8	4	101
A6PVL3-2	5	101
D6RF22	6	101
H7BYF0	6	101
J3KN23	5	101
P0C843	5	101
P0DN24	4	101
B3KNB6	6	101
F8WCB6	5	101
S4R319	5	101
E3P8H6	5	101
A0A0U1RQG2	2	101
J3QS48	5	101
B8ZZV5	5	101
E9PR67	5	101
A0A087X1G1	4	101
D6RAN6	3	101
E9PMZ3	1	101
K7EMQ5	5	101
F5H532	5	101
B0ZBE8	2	101
P35372-17	0	101
B5MC54	4	101
P02776	4	101
B4DJK6	3	101
A0A1W2PR70	4	101
F8W771	5	101
E7EWU0	3	101
J3KSS1	3	101
O75400-5	2	101
Q9NZ42	4	101
Q9UIG5-2	5	101
H0YNS1	3	101
E7EWW3	8	101
F2Z3J7	8	101
D6RF23	6	101
C9JVJ0	6	101
P33764	6	101
P26447	5	101
P31151	7	101
Q86SG5	7	101
Q5SY68	8	101
F8WCJ7	6	101
Q3B7S5	6	101
Q11203-22	6	101
F8WF82	3	101
K7EMR0	5	101
F2Z2I8	7	101
P63165	5	101
E9PQP8	5	101
E9PI10	4	101
A0A0A0MT79	5	101
F8WF27	3	101
D6RC31	3	101
D6R986	4	101
C9J786	5	101
A0A087WZM8	4	101
H3BM28	5	101
P50591-2	2	101
H3BNU3	7	101
X6RGC9	3	101
F8WDQ9	5	101
Q5TAQ0	4	101
Q9BTM9	2	101
Q3ZAQ7	5	101
F8WD56	6	101
E9PFA2	5	101
F5H3Z2	3	101
E9PKP2	5	101
M0QZ99	3	101
M0R3E4	5	101
M0QYZ8	4	101
A0A0D9SG42	5	100
A0A286YF60	2	100
F5H3P4	4	100
G3V3W9	6	100
P02652	5	100
Q7Z4Y8	4	100
D6RFJ6	6	100
Q9HBU1-2	4	100
P02818	4	100
Q96K17-2	2	100
F8WD87	1	100
E9PPZ5	5	100
Q8N6N3-3	4	100
P0CE67	6	100
Q8N0T1	5	100
Q6UWE3	5	100
Q4G141	5	100
E9PRT5	6	100
B0QZ40	7	100
F5H2K8	4	100
P48061-6	5	100
I3NI34	5	100
F8VSI3	4	100
Q01524	5	100
M0QYJ2	5	100
F8WEC4	4	100
E9PLL2	5	100
O60516	4	100
E5RHX8	3	100
F8W7X4	7	100
Q96NB1-2	5	100
E5RJG0	3	100
Q4G0N0	4	100
Q9BRT9-2	5	100
H0YNW7	6	100
Q9BXV9	5	100
A0A087WW86	5	100
G3V4L1	4	100
A0A182DWH9	3	100
O75715-2	3	100
K7ELI1	7	100
P05114	5	100
H0YK05	5	100
Q6P1Q0-5	6	100
B9A055	5	100
A0A1B0GVF6	6	100
A0A1W2PQ87	3	100
B4E0L7	3	100
F8WE10	4	100
Q9Y608-3	3	100
A2ABS4	5	100
E5RGJ8	6	100
F5H3E6	4	100
B5MCI6	4	100
D6RHV1	4	100
F8VSB9	4	100
P0C6P0	5	100
Q8N987-2	4	100
D6RGH7	5	100
O60356-2	1	100
E7ER58	7	100
A0A087X1F3	4	100
O15428	5	100
D6RJH6	5	100
E9PJZ6	1	100
C9JX34	4	100
Q96A98	5	100
F2Z2V6	5	100
E9PI54	4	100
K7EPN3	2	100
I3L3P7	5	100
M0R3H0	6	100
H0YMV8	5	100
Q00796-2	5	100
A0A087WY03	5	100
Q7Z2R9	6	100
E9PJX2	4	100
E9PIB5	6	100
Q3MII6-2	5	100
E5RIN2	5	100
Q9BRU2	3	100
E5RGJ5	2	100
F5GZI8	7	100
E9PIB8	1	100
Q3Y452	5	100
D6RB05	4	100
A0A1W2PQA2	4	100
Q9BTX3-2	1	100
V9GYT6	4	100
F8WA97	5	100
D6RA15	4	100
B1AQ61	3	100
E9PS08	3	100
Q15836	4	100
Q9BV40	6	100
E5RHE1	7	100
D6RBA0	6	100
A0A0A0MRG3	4	100
J3KSN3	5	100
Q14587-4	6	100
F5H670	5	100
A0A1W2PRX5	6	100
M0R2P3	5	100
A0A1B0GV50	2	99
E5RH73	6	99
E9PLD3	2	99
O95255-2	4	99
D6R9Z3	3	99
P07311	5	99
P14621	6	99
K7EIY2	5	99
P02656	5	99
E7EVB7	2	99
G3V5P7	6	99
H3BS91	1	99
D6R9H7	5	99
F2Z307	5	99
D6R9I5	4	99
P55957-4	5	99
Q6QNY1-2	3	99
Q9NW68-6	2	99
Q9BRQ4-3	6	99
G3V556	4	99
Q9UNZ5	4	99
B2RNN3-2	3	99
A0A0C4DFX8	3	99
Q5T0Z8-2	4	99
Q9NRJ1	7	99
E5RJ53	6	99
P13500	2	99
P80098	3	99
P80075	3	99
E7EVU1	4	99
Q9BWV3-2	5	99
H0YJW6	4	99
E5RGN4	4	99
H3BQB7	8	99
Q9UBR5-2	2	99
Q9UGL9	5	99
A0A0C4DGC1	3	99
P10145	3	99
E9PIW6	5	99
J3QR02	4	99
Q9H1M4	4	99
E9PAQ7	4	99
Q9C005	4	99
H3BQI0	4	99
E9PJD0	3	99
E5RIV7	3	99
E5RFJ7	3	99
M0R0K7	5	99
E9PAR0	3	99
H7C3H1	5	99
R4GND7	2	99
D6R9M5	5	99
Q9P298	5	99
F5H2U8	3	99
Q15651	4	99
M0R0Y6	5	99
F8WEG5	6	99
K7EII9	3	99
A0A0C4DG38	6	99
I3NI31	4	99
F8WF56	5	99
J3QR46	3	99
H3BQL0	4	99
Q5BQ99	4	99
P60985	2	99
F5H479	6	99
Q0VGL1	2	99
Q5TA78	3	99
Q6P1Q0-6	5	99
F8VXQ4	4	99
P27816-7	4	99
D6RCM3	2	99
Q8WVH6	4	99
H0YKZ5	4	99
A6NJ78-3	3	99
B5MC10	3	99
E9PI78	5	99
A6ND22	5	99
J3QKT5	4	99
Q9BUK6-4	4	99
D6RC09	5	99
I3L4V0	5	99
J3QLT6	4	99
Q69YL0	6	99
F8VRD8	5	99
O43678	6	99
O94916-3	5	99
Q56VL3-2	4	99
F5GWT2	3	99
F2Z3G2	6	99
K7EII8	3	99
J3KS04	5	99
F8WAQ5	6	99
D6RBF3	2	99
F8WF25	5	99
J3KN64	6	99
F2Z2T3	7	99
F5H1K5	5	99
B7Z332	2	99
Q8WXG8	4	99
A0A0A0MR04	5	99
C9JR77	3	99
A0A0B4J252	3	99
Q96QK8	2	99
A6NGZ8	3	99
Q5MJ08	5	99
Q6UDR6	3	99
H3BV39	5	99
G3V5K8	2	99
Q5T0K0	4	99
S4R2X5	5	99
B9A019	4	99
Q9Y6G1	4	99
H3BS26	3	99
F8WDE2	5	99
E7EVC4	3	99
Q2PPL5	5	99
A0A087X226	6	99
I3L2H7	4	99
F8WDB1	2	99
S4R2Z4	4	99
B8ZZT4	6	99
O95292-2	4	99
F8W088	4	99
K7EP45	5	99
D6RCF7	6	99
Q8TAT8	4	98
A0A1B0GU71	2	98
L7N2F5	4	98
G3V3W1	5	98
F8WA34	7	98
P35612-7	6	98
H0Y3H5	4	98
K7EK14	3	98
F8WDL2	4	98
F2Z3I6	5	98
C9JU26	4	98
A0A0A0MRE7	4	98
E9PS89	4	98
C9JTT8	5	98
F5GXW6	2	98
Q5T3Y7	5	98
C9JXX5	5	98
E5RJ01	3	98
Q5JT78	5	98
J3KT48	3	98
A0A096LNS9	6	98
Q8IW40-2	5	98
Q99616	2	98
Q99731	3	98
E9PMT5	3	98
D6RBJ6	5	98
A0A087WZW1	7	98
E9PE85	5	98
Q7Z4G1-2	7	98
C9J8T6	5	98
F5H1W4	4	98
P01040	4	98
P04080	4	98
F8W1I1	2	98
P02778	4	98
P00167-2	6	98
M0R0L0	5	98
F8VU58	5	98
A0A087WX09	3	98
E5RG50	5	98
I3L1T9	5	98
D6RBP4	5	98
F8WCP2	6	98
E9PR30	3	98
H6UMI1	2	98
E9PM94	5	98
P07203-2	5	98
D6RBJ0	4	98
I3L1N5	5	98
F8VU08	4	98
Q99525	4	98
Q53GQ0-2	5	98
F8WE27	6	98
Q5FC10	5	98
A6XGL2	3	98
H0YLV0	7	98
G3V2I4	6	98
B4E1P3	5	98
Q96A73-3	6	98
Q5BQ95	5	98
Q5JUW0-3	5	98
Q9BYR8	1	98
Q9BYR7	1	98
Q9BYR6	1	98
Q5T871	2	98
J3KSP7	5	98
G3V136	6	98
Q7Z4T9-4	5	98
A1Z1Q3-6	4	98
E9PMR5	4	98
H0YM65	2	98
F8WDV5	6	98
H7C0A9	4	98
F8WCK1	5	98
E9PM26	1	98
P03901	1	98
J3QRJ2	6	98
Q8N3F0-3	4	98
D6RAP7	3	98
O43676	4	98
D6RGG8	4	98
D6R975	5	98
F5H8G6	6	98
P54845-2	2	98
H3BTK7	3	98
B3GLJ2	5	98
P0C8F1	4	98
A8MZF5	5	98
X6R8S9	7	98
I3L471	4	98
F8WEW3	3	98
U3KQS8	2	98
F5H4N2	5	98
Q9NZ81-2	1	98
P0C7W0-3	4	98
K7ER45	1	98
C9J4S4	6	98
H0YAK8	8	98
Q6ZRY4-2	2	98
A0A0A0MSA5	7	98
Q9H871-2	5	98
A0A0C4DH89	3	98
O76064-2	6	98
Q99584	5	98
P29034	4	98
F8WDF1	4	98
O75711	4	98
F8WFA8	0	98
G3V4X6	5	98
A0A0U1RQP3	4	98
O75971	4	98
H6UYS7	6	98
F8WBY1	5	98
Q537H7	6	98
A0A087X282	4	98
D6RF27	4	98
G3XAN8	6	98
F2Z389	4	98
F8W8Z9	4	98
I3L2R6	5	98
C9JK14	6	98
F8WD92	1	98
F8VUB7	4	98
J3KRG6	4	98
A0A087WUA6	6	98
D6RF50	5	98
F2Z2H3	2	98
C9J3B6	1	98
E7EPG5	3	98
M0QZR2	4	98
Q6PDB4-2	4	98
A6NIN4	4	97
A8MU10	5	97
M0R2N4	4	97
A0A1W2PPC4	6	97
Q8NFV4-3	7	97
E9PF46	7	97
H3BPC0	2	97
H3BUF5	2	97
Q5JUP3	3	97
I3L2W1	5	97
F8WD33	5	97
H0Y2U4	3	97
F8WCC5	5	97
H7BYQ5	5	97
A0A1B0GTE8	2	97
A0A1B0GVL2	6	97
Q96GX2	5	97
Q9H503-2	5	97
F5GXW5	5	97
Q2M2W7	6	97
E5RID5	6	97
Q5EG05-2	5	97
A0A0D9SEU7	2	97
Q9P0B6	3	97
E9PRC2	4	97
P51671	1	97
Q5VV42-3	3	97
A6NJX6	4	97
Q9BUK0-2	4	97
E9PBB1	3	97
G3V3D8	8	97
J3QL20	5	97
Q02221	4	97
K7EM04	5	97
Q9H1C7	2	97
A0A0J9YX09	4	97
B8ZWD1	3	97
A0A087X1P7	3	97
P12838	5	97
F8WCX1	4	97
F8VR28	6	97
Q96T75	3	97
Q9BY08-4	2	97
A0A1B0GTW5	5	97
F8WE11	4	97
E5RJ92	5	97
J3KQD8	5	97
A1XBS5-5	5	97
P21781-2	3	97
A0A087WTS4	6	97
F8WAS6	2	97
Q9HBQ8-2	4	97
A0A0G2JQM0	6	97
Q4G0G2	6	97
M0R0J3	5	97
Q76H82	1	97
E5RH11	4	97
A8MV81	4	97
Q9UHH9-2	4	97
Q86Y97-2	6	97
Q7Z4B0-2	4	97
O00453	4	97
P21145-3	1	97
Q6IPE9	5	97
G3V302	3	97
C9JLW8	6	97
J3QKZ7	4	97
A0A087X114	4	97
F5H079	3	97
H3BU96	3	97
Q9HD67-2	6	97
Q8WU39-3	4	97
A0A087WZX2	4	97
Q9NYR9-4	4	97
F8WCW8	6	97
P01303	3	97
A6NF83	3	97
E5RJ18	4	97
J3QLU8	3	97
A0A286YER3	5	97
Q5JTB6	6	97
A0A0G2JLK8	4	97
A2ABN6	4	97
A0A0A0MRQ5	6	97
K7ES79	4	97
H0YJT1	1	97
Q56P42	5	97
P10082	5	97
K7EN78	4	97
E9PNV2	5	97
A0A0B4J233	6	97
F8WE44	6	97
F6Q468	5	97
Q9UBF6-4	4	97
P61927	2	97
C9JLI6	4	97
H3BS55	4	97
P60903	3	97
J3KS57	4	97
C9JJT2	2	97
P78314-2	5	97
F8VQS4	3	97
Q9NSD5-3	4	97
P0DP57	4	97
Q0VAQ4	2	97
Q96KF7	4	97
H3BNE1	6	97
M0R1L8	4	97
Q9NS26	5	97
Q9NY87	5	97
Q9BXN6	5	97
Q6IE38	2	97
P0C7L1	4	97
H3BUS1	4	97
O60220	6	97
K7EPS1	1	97
H0YKI8	4	97
F8WBB0	4	97
F2Z3J4	3	97
Q5T215-2	6	97
H3BNU6	4	97
H0UI37	6	97
G3V5W4	5	97
F8WC81	7	97
E5RIA3	4	97
M0QZM7	3	97
M0QZX7	5	97
V9GZ69	5	96
A0A286YF01	4	96
D6R8Y8	4	96
P56211-2	5	96
L0R819	5	96
F8VSE0	5	96
K7EJW3	2	96
H0YN44	4	96
Q53S99-2	3	96
D6RD16	1	96
V9GYE2	4	96
G3V3S0	5	96
P22362	5	96
P78556	3	96
Q8NHW4-3	3	96
A0A0J9YY69	3	96
P30281-4	3	96
E9PNT7	3	96
B3KQJ8	5	96
I3L3C2	4	96
A8MVW4	1	96
H3BU44	4	96
Q9NYJ1-2	6	96
V9GY32	6	96
E9PB41	3	96
J3KST8	5	96
U3KQ83	5	96
A0A286YEP9	4	96
D6RH26	5	96
E7EMH4	4	96
G3V366	4	96
G3V275	4	96
Q9NV06-2	4	96
X6RLV5	5	96
Q9NP97	6	96
Q8TF09	6	96
E9PBH4	4	96
Q15369-2	6	96
Q9NPA8-2	3	96
J3KRI9	5	96
J3KT35	2	96
A5D6W6-2	4	96
Q14802-4	4	96
A8MVG1	2	96
H0YKW9	6	96
H3BP53	4	96
F8WEV4	4	96
Q08AP5	4	96
C9JNU6	5	96
P17096-2	3	96
Q12794-6	4	96
S4R460	5	96
E9PIM3	6	96
G3V2D3	3	96
P59990	0	96
P60328	0	96
A0A0D9SFE3	6	96
Q8N6G1	4	96
Q52M75	2	96
G3V211-2	5	96
O95777	6	96
C9JRX8	4	96
P61244-5	5	96
M0R0A0	1	96
D6RFW6	5	96
E9PD22	1	96
A0A0A0MTF6	5	96
C9JZW2	1	96
C9JBY7	4	96
P15941-14	4	96
A0A087X061	5	96
C9JRV4	5	96
O95298-2	4	96
F8VU44	5	96
D6RF37	4	96
G3V233	6	96
A0A087WTW3	4	96
K7EKV1	4	96
F6XNB3	5	96
A0A1W2PRB4	4	96
Q15195	3	96
Q02325	3	96
Q5VZY2-4	4	96
U3KQ22	3	96
A0A0A0MQS4	3	96
M0QZA1	3	96
F8VXU4	7	96
Q86T96-3	4	96
A0A0C4DH44	4	96
F2Z388	4	96
Q4G0G5	5	96
P60468	4	96
D6RCL9	4	96
F8WBD8	2	96
F8WBT6	4	96
M0QXY2	4	96
H0YMY0	5	96
C9JVQ0	1	96
H3BT98	6	96
F8WBP3	4	96
P20366-4	5	96
Q86UU9-2	3	96
Q8WY98-4	4	96
F2Z329	6	96
K7ESQ3	5	96
F8WDN0	5	96
G3V219	3	96
F8WEE4	4	96
G3V2G5	4	96
C9J1J1	6	96
Q9BU19-4	6	96
Q0VG73	4	95
J3QW42	2	95
D6R9G2	1	95
A0A087X161	3	95
A0A087WY83	3	95
E5RIU8	5	95
K7EN61	4	95
I3L1V5	5	95
F5H772	4	95
Q5TC04	3	95
G3V3T0	4	95
C9IZF2	2	95
A0A087X1N6	3	95
A2A2A1	5	95
Q9BSF0	6	95
Q5BLP8	6	95
Q5TBE3-2	5	95
A0A0A0MSB7	3	95
F8VWA5	4	95
P78556-2	3	95
D6R9L9	6	95
Q9UHP7-7	5	95
F8VUC5	6	95
E9PAR2	2	95
C9J4T6	3	95
F5GWH8	1	95
E5RID6	6	95
Q7Z7B7	4	95
O95424	0	95
Q8N9W5-5	1	95
F8WE55	3	95
J3QQP0	4	95
P19419-2	4	95
I3L4D1	3	95
D6RCB3	5	95
M0QY80	4	95
E9PRK8	4	95
M0QYI7	4	95
Q9H0Q3	5	95
V9GY85	6	95
H3BP24	5	95
F8WCB0	4	95
K7EQ79	5	95
D6RGY7	4	95
Q9Y2Q5-3	4	95
Q5TA77	4	95
Q8NCQ3	3	95
Q96FQ7	5	95
F5H802	1	95
A0A0G2JRB5	5	95
A0A087WWA1	5	95
A0A1B0GVR7	4	95
Q9Y333	5	95
F8W0M7	4	95
D2DTW1	4	95
Q9UQ07-4	5	95
H0YKX6	5	95
F8WFC4	5	95
S4R348	5	95
Q4VC12-3	5	95
E5RFF7	5	95
B0AZT5	6	95
E5RJ98	5	95
D6RC60	2	95
M0QX32	2	95
G3V1X6	4	95
F8WDK9	5	95
E7EMY7	5	95
P01298	2	95
A0A1W2PPU0	5	95
F8WEG8	7	95
Q8WVF3	6	95
A8MYG5	4	95
E9PFQ8	2	95
Q9H0A6-6	4	95
K7ERI7	4	95
Q49A90	5	95
D6RI02	3	95
I3L2I3	3	95
Q5RHS7	4	95
P25815	4	95
Q8TD33	5	95
P0DMR2	5	95
O75556	6	95
P01011-3	3	95
G5EA12	4	95
D6RFX2	5	95
E9PJS6	4	95
M0R075	5	95
K7ER17	4	95
F5H060	2	95
Q9Y6J3	2	95
P0DKX4	1	95
A0A096LP01	6	95
E5RIB8	6	95
A0A087X2D0	6	95
P61956	3	95
Q6EEV6	4	95
A0A087WZS1	3	95
A0A0J9YWZ4	3	95
A0A087WWD5	4	95
F8WDN6	5	95
Q9Y5L4	6	95
K7ES06	0	95
E9PI90	5	95
E9PR12	3	95
J3QS25	3	95
D6R904	4	95
A0A1B0GU95	6	95
